line_id,bus0,bus1,s_nom,v_nom,length,x,r,x0,y0,x1,y1,x_r_ratio,voltage_kv,voltage_cat
90570,2020056,2020058,232.82,138.0,24.946984234007374,11.248529040000001,2.48467068,-122.366,39.8848,-122.196,39.7027,4.527169175124176,138.0,138 kV
90571,2020529,2020056,226.11,138.0,32.892981416244446,10.01219256,1.6103606400000001,-122.201,40.1519,-122.366,39.8848,6.217356593268081,138.0,138 kV
90572,2020058,2020057,209.06,138.0,22.252215734349978,10.33955892,2.23767,-122.196,39.7027,-122.188,39.5029,4.620678786112882,138.0,138 kV
90573,2020057,2020087,191.63,138.0,39.12267373402484,15.05637684,2.3985918,-122.188,39.5029,-121.759,39.3856,6.277170864516894,138.0,138 kV
90574,2020061,2020059,223.85,138.0,4.722582986304898,1.65320964,0.30927456,-122.256,40.7133,-122.291,40.6802,5.345426065997586,138.0,138 kV
90575,2020060,2020061,0.01,138.0,0.0,0.20529432,0.04970484,-122.256,40.7133,-122.256,40.7133,4.130185105009794,138.0,138 kV
90576,2020061,2020495,249.46,138.0,32.15218093532979,14.56370856,2.78747028,-122.256,40.7133,-121.993,40.9226,5.2247026415999525,138.0,138 kV
90577,2020062,2020348,234.61,138.0,19.123629290270504,7.407163799999999,1.4972392799999996,-122.113,40.5448,-122.279,40.4283,4.947211145027437,138.0,138 kV
90578,2020062,2020354,241.09,138.0,53.96297535240729,10.84193964,1.7406216,-122.113,40.5448,-121.849,40.9864,6.228771038592742,138.0,138 kV
90579,2020063,2020064,0.01,138.0,0.0,0.22167216000000003,0.04437252,-122.048,40.149,-122.048,40.149,4.995595571412862,138.0,138 kV
90580,2020063,2020065,0.01,138.0,0.0,0.21881556,0.05598936,-122.048,40.149,-122.048,40.149,3.908093464660702,138.0,138 kV
90581,2020065,2020080,224.85,138.0,44.749785776746585,18.93697272,3.02837688,-122.048,40.149,-121.777,39.8048,6.253173636309878,138.0,138 kV
90582,2020065,2020498,243.19,138.0,51.025886226438,12.554376119999999,2.0363749199999996,-122.048,40.149,-122.423,40.5073,6.165058227559477,138.0,138 kV
90583,2020065,2020529,201.91,138.0,13.022386666314032,6.84022392,1.35326664,-122.048,40.149,-122.201,40.1519,5.054598009895515,138.0,138 kV
90584,2020066,2020334,234.85,138.0,53.67591206525492,12.708632520000002,2.59074576,-122.011,38.6378,-121.696,39.0529,4.90539357849086,138.0,138 kV
90585,2021324,2020066,236.0,138.0,12.35872954462537,10.56694428,1.7225297999999998,-122.032,38.528,-122.011,38.6378,6.134545913489617,138.0,138 kV
90586,2020067,2020068,0.01,138.0,0.0,0.19843847999999997,0.05408496,-122.069,39.1751,-122.069,39.1751,3.66894624778778,138.0,138 kV
90587,2020067,2020082,230.71,138.0,76.80284845844648,15.592655880000002,3.3765011999999994,-122.069,39.1751,-121.699,38.5482,4.617990736093702,138.0,138 kV
90588,2020067,2020298,243.13,138.0,27.424956655644237,9.12855096,1.813941,-122.069,39.1751,-122.27,39.3661,5.032438170569952,138.0,138 kV
90589,2020069,2020292,235.17,138.0,38.95281244010191,10.60427052,2.12264424,-121.921,40.5596,-121.804,40.8981,4.995780887059582,138.0,138 kV
90590,2020472,2020069,232.05,138.0,75.23098646248604,19.94211504,3.5258061599999997,-121.191,40.1757,-121.921,40.5596,5.656042470570059,138.0,138 kV
90591,2020070,2020072,216.76,138.0,3.4496925568262973,2.95029648,0.59150664,-121.776,38.7303,-121.79,38.7013,4.9877571826460265,138.0,138 kV
90592,2020070,2020107,251.11,138.0,17.79066972777245,2.61150372,0.49552488000000006,-121.776,38.7303,-121.621,38.6259,5.270166151564071,138.0,138 kV
90593,2020071,2020072,0.01,138.0,0.0,0.19272528,0.045705600000000006,-121.79,38.7013,-121.79,38.7013,4.216574411572945,138.0,138 kV
90594,2020401,2020072,238.6,138.0,4.759111054849569,4.2951837600000005,0.7804231199999999,-121.737,38.6905,-121.79,38.7013,5.50365326996813,138.0,138 kV
90596,2020365,2020073,1330.87,345.0,125.54587366086999,42.193172249999996,3.4350614999999998,-121.991,40.8475,-121.939,39.7204,12.283087207292443,345.0,345 kV
90597,2020381,2020073,1073.79,345.0,40.157773344052714,15.417308249999998,1.2985627499999999,-121.47,39.7229,-121.939,39.7204,11.87258480763844,345.0,345 kV
90598,2020073,2020396,1295.99,345.0,131.41928681639772,31.1202765,2.9113514999999994,-121.939,39.7204,-121.158,38.7067,10.689284962916721,345.0,345 kV
90599,2020074,2020077,232.45,138.0,3.7321610790062714,3.0337092,0.55113336,-121.939,39.7204,-121.926,39.6884,5.504482064954179,138.0,138 kV
90600,2020076,2020075,244.99,138.0,6.783755893463768,2.3151790799999996,0.3342222,-121.846,39.7163,-121.779,39.6838,6.9270448011987185,138.0,138 kV
90601,2020075,2020519,226.34,138.0,22.734250506375005,7.00838244,1.09179252,-121.779,39.6838,-121.63,39.5149,6.419146396838846,138.0,138 kV
90602,2020077,2020076,203.63,138.0,7.522756568630738,3.1493062800000002,0.60959844,-121.926,39.6884,-121.846,39.7163,5.16618958836314,138.0,138 kV
90603,2020079,2020076,192.25,138.0,13.045603550363706,5.82517872,1.15235244,-121.876,39.8312,-121.846,39.7163,5.055027839375392,138.0,138 kV
90604,2020076,2020109,234.07,138.0,26.676561065286787,7.154449919999999,1.23843132,-121.846,39.7163,-121.566,39.8217,5.777021323216113,138.0,138 kV
90605,2020077,2020078,0.01,138.0,0.0,0.20015244000000001,0.056370239999999995,-121.926,39.6884,-121.926,39.6884,3.5506126883141125,138.0,138 kV
90606,2020079,2020529,222.36,138.0,45.19715994127307,15.40602468,2.65301964,-121.876,39.8312,-122.201,40.1519,5.8069750561759665,138.0,138 kV
90607,2020080,2020081,0.01,138.0,0.0,0.19558187999999999,0.04322988,-121.777,39.8048,-121.777,39.8048,4.5241244221722985,138.0,138 kV
90608,2020080,2020097,195.15,138.0,5.057292411303776,3.2881370400000005,0.6648260400000001,-121.777,39.8048,-121.718,39.8079,4.94585334555586,138.0,138 kV
90609,2020082,2020099,231.26,138.0,55.640267754085784,12.480294959999998,2.9070666,-121.699,38.5482,-121.66,39.0471,4.293087288372654,138.0,138 kV
90610,2020082,2021570,240.75,138.0,5.44650480068852,3.6505443599999996,0.7131978,-121.699,38.5482,-121.652,38.5805,5.118550900534324,138.0,138 kV
90611,2020083,2020084,0.01,138.0,0.0,0.20072376000000003,0.042849,-121.723,38.4852,-121.723,38.4852,4.68433512252042,138.0,138 kV
90612,2021558,2020084,195.47,138.0,6.918928341951905,3.71624616,0.6532092,-121.768,38.434,-121.723,38.4852,5.689204118368022,138.0,138 kV
90613,2020084,2021570,214.38,138.0,12.278878132364945,4.45477248,0.86440716,-121.723,38.4852,-121.652,38.5805,5.153552090484662,138.0,138 kV
90614,2020084,2021674,191.76,138.0,19.9855215219126,10.67149584,1.6095988799999998,-121.723,38.4852,-121.924,38.3989,6.629905961474104,138.0,138 kV
90615,2020085,2020086,0.01,138.0,0.0,0.20815092,0.04208724,-121.7,39.2733,-121.7,39.2733,4.945583849550373,138.0,138 kV
90616,2020085,2020132,223.12,138.0,23.93141887771944,12.667687919999999,1.72881432,-121.7,39.2733,-121.458,39.1681,7.3273806481539046,138.0,138 kV
90617,2020085,2020453,236.18,138.0,16.083981327616332,5.25462048,0.79432524,-121.7,39.2733,-121.64,39.1365,6.615191863735988,138.0,138 kV
90618,2020087,2020095,205.73,138.0,43.59842780842227,27.013914,5.586938279999999,-121.759,39.3856,-121.687,39.7733,4.83519019021807,138.0,138 kV
90619,2020087,2020334,258.11,138.0,37.432410329485656,4.42163592,0.83012796,-121.759,39.3856,-121.696,39.0529,5.32644460446242,138.0,138 kV
90620,2020087,2020519,243.67,138.0,18.16957237286869,5.556087,0.9455346,-121.759,39.3856,-121.63,39.5149,5.876126715905778,138.0,138 kV
90621,2020088,2020089,0.01,138.0,0.0,0.20967444000000002,0.04494384,-121.735,38.1281,-121.735,38.1281,4.6651504377365685,138.0,138 kV
90622,2020088,2021565,201.34,138.0,19.755975207089676,9.95467968,2.24662068,-121.735,38.1281,-121.681,37.9558,4.430955050696386,138.0,138 kV
90623,2020088,2021601,165.89,138.0,3.24993116089886,1.34031672,0.18586944,-121.735,38.1281,-121.769,38.1164,7.211026777576897,138.0,138 kV
90624,2020088,2021677,255.28,138.0,6.229573752805841,2.21405544,0.452295,-121.735,38.1281,-121.805,38.1381,4.895147071829069,138.0,138 kV
90625,2020088,2023023,226.05,138.0,35.146403045950635,18.106083,3.9287771999999994,-121.735,38.1281,-121.465,37.8948,4.608578565213991,138.0,138 kV
90626,2020090,2020401,270.46,138.0,3.8665839309002807,1.4953348800000001,0.27766152,-121.709,38.7175,-121.737,38.6905,5.385440137905542,138.0,138 kV
90627,2020090,2021570,251.87,138.0,16.03568476299951,5.55570612,0.98781228,-121.709,38.7175,-121.652,38.5805,5.62424724640268,138.0,138 kV
90628,2020091,2020099,208.27,138.0,2.3053187136615048,1.89849636,0.39763872,-121.686,39.0517,-121.66,39.0471,4.774413280443916,138.0,138 kV
90629,2020091,2020112,254.75,138.0,17.82197847712889,6.132168,1.014093,-121.686,39.0517,-121.515,38.9624,6.04694239390037,138.0,138 kV
90630,2020091,2020425,281.12,138.0,0.8784096126698949,0.46810152000000005,0.09350604000000001,-121.686,39.0517,-121.696,39.0531,5.006056442381237,138.0,138 kV
90631,2020092,2020093,0.01,138.0,0.0,0.20396123999999996,0.043610760000000005,-121.621,39.1727,-121.621,39.1727,4.676748656784316,138.0,138 kV
90632,2020092,2020094,0.01,138.0,0.0,0.22262435999999997,0.04075416,-121.621,39.1727,-121.621,39.1727,5.462482787455625,138.0,138 kV
90633,2020094,2020167,242.73,138.0,29.711501487581504,7.22091348,1.2367173599999999,-121.621,39.1727,-121.49,39.4196,5.838769531973312,138.0,138 kV
90634,2020094,2020461,224.27,138.0,4.0399445584695535,1.20034332,0.233289,-121.621,39.1727,-121.639,39.1392,5.145284067041022,138.0,138 kV
90635,2020095,2020096,0.01,138.0,0.0,0.19482012,0.05237100000000001,-121.687,39.7733,-121.687,39.7733,3.719928969678454,138.0,138 kV
90636,2020095,2020097,229.05,138.0,4.676153341398012,2.6016008399999997,0.48600287999999997,-121.687,39.7733,-121.718,39.8079,5.353045411900827,138.0,138 kV
90637,2020109,2020097,231.59,138.0,13.087462592341874,7.80194592,1.32755724,-121.566,39.8217,-121.718,39.8079,5.876914236169405,138.0,138 kV
90638,2020098,2020099,0.01,138.0,0.0,0.20815092,0.05408496,-121.66,39.0471,-121.66,39.0471,3.848520392353209,138.0,138 kV
90639,2020098,2020100,0.01,138.0,0.0,0.214245,0.04399164,-121.66,39.0471,-121.66,39.0471,4.870019166842454,138.0,138 kV
90640,2020099,2020334,246.77,138.0,3.1784790866586268,1.6467346800000002,0.26642556,-121.66,39.0471,-121.696,39.0529,6.180820260562612,138.0,138 kV
90641,2020101,2020102,0.01,138.0,0.0,0.21272148,0.0504666,-121.507,38.925,-121.507,38.925,4.215010818822373,138.0,138 kV
90642,2020101,2020103,0.01,138.0,0.0,0.19539144,0.05694156,-121.507,38.925,-121.507,38.925,3.4313778656948335,138.0,138 kV
90643,2020101,2020104,0.01,138.0,0.0,0.21653028,0.0447534,-121.507,38.925,-121.507,38.925,4.838189764581807,138.0,138 kV
90644,2020103,2020112,239.48,138.0,4.220571981192995,1.6071231600000002,0.26909172,-121.507,38.925,-121.515,38.9624,5.972376956165891,138.0,138 kV
90645,2020103,2020183,210.34,138.0,16.80155889109288,5.167779840000001,0.8581226399999999,-121.507,38.925,-121.338,38.851,6.022185614184922,138.0,138 kV
90646,2020114,2020105,197.42,138.0,3.12979212889355,1.02418632,0.17368128000000002,-121.497,38.6493,-121.533,38.6493,5.896895872163816,138.0,138 kV
90647,2020105,2020121,175.93,138.0,3.95589763634348,1.05960816,0.1552086,-121.533,38.6493,-121.572,38.631,6.826949879388904,138.0,138 kV
90648,2020106,2020107,0.01,138.0,0.0,0.20967444000000002,0.053323199999999994,-121.621,38.6259,-121.621,38.6259,3.9320691168362587,138.0,138 kV
90649,2020121,2020107,205.04,138.0,4.298887521634241,2.35878984,0.32146272000000004,-121.572,38.631,-121.621,38.6259,7.337654899283813,138.0,138 kV
90650,2021569,2020107,211.73,138.0,5.499631134177986,3.5075239199999997,0.49647708,-121.684,38.6302,-121.621,38.6259,7.064811240004795,138.0,138 kV
90651,2020108,2020109,0.01,138.0,0.0,0.22338612000000002,0.05560848,-121.566,39.8217,-121.566,39.8217,4.017051049569246,138.0,138 kV
90652,2020109,2020325,277.36,138.0,21.047297765823064,2.99200284,0.6076940399999999,-121.566,39.8217,-121.345,39.9052,4.923526840041347,138.0,138 kV
90653,2020110,2020130,233.48,138.0,36.83555930237075,11.1207438,1.7625222,-121.483,39.5586,-121.436,39.2297,6.309558818856966,138.0,138 kV
90654,2020110,2020438,258.08,138.0,1.90065522215143,1.3142264399999999,0.26109324,-121.483,39.5586,-121.492,39.543,5.033532873034656,138.0,138 kV
90655,2020111,2020112,0.01,138.0,0.0,0.20319948,0.04894308000000001,-121.515,38.9624,-121.515,38.9624,4.15166614634497,138.0,138 kV
90656,2020111,2020113,0.01,138.0,0.0,0.22395744,0.054275399999999994,-121.515,38.9624,-121.515,38.9624,4.126239765349213,138.0,138 kV
90657,2020114,2020115,0.01,138.0,0.0,0.19177308,0.042277680000000005,-121.497,38.6493,-121.497,38.6493,4.535928747065896,138.0,138 kV
90658,2020114,2020136,221.6,138.0,13.344651427234254,3.53304288,0.70729416,-121.497,38.6493,-121.445,38.7621,4.995146411011776,138.0,138 kV
90659,2020116,2020133,185.52,138.0,6.184288185027158,1.8272717999999997,0.25766532000000003,-121.455,38.5421,-121.524,38.5553,7.0916206666047765,138.0,138 kV
90660,2020116,2020171,203.4,138.0,5.468611407817701,1.58179464,0.26414028,-121.455,38.5421,-121.434,38.5884,5.988441640019311,138.0,138 kV
90661,2020116,2020510,240.56,138.0,4.9487748540913925,1.24090704,0.21500676,-121.455,38.5421,-121.4,38.5309,5.771452341999191,138.0,138 kV
90662,2020117,2020161,198.46,138.0,2.795251297460368,1.04056416,0.17406216,-121.513,38.458,-121.516,38.433,5.978083817391342,138.0,138 kV
90663,2020356,2020117,230.68,138.0,4.652126852696889,2.15216244,0.366597,-121.462,38.4457,-121.513,38.458,5.870633336788527,138.0,138 kV
90664,2020118,2020119,0.01,138.0,0.0,0.19158264,0.04970484,-121.476,38.6956,-121.476,38.6956,3.8543285859367833,138.0,138 kV
90665,2020119,2020124,187.79,138.0,4.036274906795642,2.6429263199999995,0.41287391999999995,-121.476,38.6956,-121.521,38.6866,6.401276008724386,138.0,138 kV
90666,2020119,2020177,203.22,138.0,2.3775750122476698,1.10093364,0.18891648,-121.476,38.6956,-121.454,38.6829,5.827590120300144,138.0,138 kV
90667,2020119,2020205,218.34,138.0,26.01547754195019,6.10664904,0.8346985199999999,-121.476,38.6956,-121.377,38.9162,7.3159848468584245,138.0,138 kV
90668,2020135,2020120,195.81,138.0,2.6577116321866376,0.9322038,0.1542564,-121.546,38.6069,-121.531,38.6277,6.0431707004007595,138.0,138 kV
90669,2020120,2020141,227.14,138.0,1.322291307931717,1.05579936,0.16282619999999998,-121.531,38.6277,-121.52,38.6195,6.484170703666218,138.0,138 kV
90671,2020290,2020122,1153.42,345.0,11.351343333973645,6.239290499999999,0.5260905,-121.393,38.6527,-121.511,38.6091,11.859705963696427,345.0,345 kV
90672,2020404,2020122,1144.97,345.0,21.636836771696828,8.1008415,0.67963275,-121.737,38.6905,-121.511,38.6091,11.919422041651108,345.0,345 kV
90673,2020123,2020125,248.01,138.0,6.6254863806555,2.2626176399999998,0.37211976,-121.511,38.6091,-121.459,38.6526,6.080331664376907,138.0,138 kV
90674,2020141,2020123,262.53,138.0,1.3975495902353616,0.8948775600000001,0.22224348000000002,-121.52,38.6195,-121.511,38.6091,4.026545721180566,138.0,138 kV
90675,2020123,2020148,216.88,138.0,8.15059424060571,3.4425838799999995,0.56865384,-121.511,38.6091,-121.435,38.5663,6.053907639298383,138.0,138 kV
90676,2020124,2020175,226.14,138.0,6.8564799895949,1.7019622800000003,0.26242632,-121.521,38.6866,-121.452,38.7165,6.4854614984446,138.0,138 kV
90677,2020125,2020176,227.17,138.0,2.2651594538847633,1.35726588,0.27670932,-121.459,38.6526,-121.466,38.633,4.905006361887768,138.0,138 kV
90679,2020126,2020144,192.99,138.0,3.829774709704352,2.09731572,0.45705599999999996,-121.491,38.4104,-121.45,38.3981,4.588739960223781,138.0,138 kV
90680,2020126,2020146,216.73,138.0,8.538258893736321,1.2302423999999998,0.26909172,-121.491,38.4104,-121.433,38.4722,4.571815989670773,138.0,138 kV
